id,Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS_Automobile,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking,class_0,class_1,class_2,class_3,class_4,class_5,class_6
1452.0,0.0,18.314593,1.746652,133.845064,1.0,1.0,3.0,3.0,1.0,0.0,2.845134,0.0,1.427037,0.825609,1.0,False,False,False,True,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
775.0,1.0,21.962426,1.770126,96.078462,1.0,1.0,2.0,2.18162,1.0,0.0,2.816015,0.0,1.096556,0.0,0.0,False,False,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2109.0,1.0,21.0,1.66,66.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,False,False,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13896.0,1.0,26.0,1.8,86.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,True,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8293.0,0.0,35.456326,1.65,80.535698,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,True,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18592.0,0.0,20.781751,1.717262,131.76807,1.0,1.0,3.0,3.0,1.0,0.0,1.728139,0.0,1.582428,0.723154,1.0,False,False,False,True,False,,,,,,,
1365.0,1.0,31.335093,1.776989,120.644178,1.0,1.0,2.499388,3.0,1.0,0.0,2.040952,0.0,0.501925,0.926565,1.0,True,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7536.0,1.0,39.129291,1.690437,101.067988,1.0,1.0,2.869833,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18414.0,1.0,55.0,1.65,80.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,True,False,False,False,False,,,,,,,
8214.0,1.0,21.0,1.75,80.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,False,False,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7656.0,0.0,21.01245,1.65563,132.116491,1.0,1.0,3.0,3.0,1.0,0.0,1.567366,0.0,1.537639,0.825609,1.0,False,False,False,True,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8425.0,0.0,18.701766,1.610327,80.0,1.0,1.0,2.0,3.0,1.0,0.0,1.964435,0.0,0.097114,1.094046,0.0,False,False,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18079.0,1.0,18.0,1.7,85.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,False,False,False,True,False,,,,,,,
20371.0,1.0,23.812795,1.765137,116.669906,1.0,1.0,2.176317,3.0,1.0,0.0,2.0,0.0,1.112504,0.690353,1.0,False,False,False,True,False,,,,,,,
299.0,0.0,19.0,1.65,60.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,False,False,False,True,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1107.0,1.0,19.872667,1.757961,82.207978,1.0,1.0,1.303878,2.996444,1.0,0.0,2.0,0.0,1.916751,0.971832,1.0,False,False,False,True,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13426.0,0.0,25.968792,1.628855,104.986792,1.0,1.0,3.0,3.0,1.0,0.0,1.234943,0.0,0.090147,0.539876,1.0,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
850.0,1.0,34.389906,1.792998,84.729197,1.0,1.0,2.0,3.0,1.0,0.0,2.450069,0.0,0.922739,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9923.0,1.0,40.993179,1.75,117.792268,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.967627,0.0,1.0,True,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10527.0,0.0,21.895468,1.606066,82.0,1.0,1.0,1.00876,1.0,1.0,0.0,2.0,0.0,0.0,1.895312,0.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13336.0,0.0,26.0,1.624134,111.555967,1.0,1.0,3.0,3.0,1.0,0.0,2.702789,0.0,0.0,0.413474,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9349.0,1.0,18.0,1.873368,60.0,1.0,1.0,2.824559,3.884861,1.0,0.0,2.028426,0.0,2.009397,0.0,0.0,True,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2246.0,1.0,17.823438,1.721854,53.699561,1.0,1.0,2.482575,3.34175,1.0,0.0,2.0,0.0,1.066241,2.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7780.0,0.0,26.0,1.622701,109.982692,1.0,1.0,3.0,3.0,1.0,0.0,2.688229,0.0,0.0,0.465607,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17265.0,1.0,21.0,1.7,90.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,False,False,False,True,False,,,,,,,
3031.0,0.0,25.919571,1.611462,102.174953,1.0,1.0,3.0,3.0,1.0,0.0,1.032834,0.0,0.04525,0.922749,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18967.0,1.0,22.771612,1.853223,93.798055,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,False,False,False,True,False,,,,,,,
1608.0,0.0,26.0,1.62495,110.676343,1.0,1.0,3.0,3.0,1.0,0.0,2.554007,0.0,0.0,0.503896,1.0,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19815.0,1.0,21.0,1.68,68.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,False,False,False,True,False,,,,,,,
10715.0,0.0,21.056059,1.71978,132.087101,1.0,1.0,3.0,3.0,1.0,0.0,1.246822,0.0,1.056007,0.923005,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14392.0,0.0,21.0,1.65,70.0,0.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,1.0,17.0,1.7,70.0,0.0,1.0,2.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15148.0,0.0,43.719395,1.583943,81.718232,1.0,1.0,2.381164,1.355752,1.0,0.0,1.927976,0.0,0.0,0.0,0.0,True,False,False,False,False,,,,,,,
14235.0,1.0,26.774115,1.75,119.050381,1.0,1.0,2.95841,3.0,1.0,0.0,2.715252,0.0,1.958694,0.0,1.0,False,False,False,True,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20131.0,0.0,35.483601,1.649736,73.91692,1.0,1.0,2.0,1.032887,1.0,0.0,2.147746,0.0,2.0,0.0,1.0,True,False,False,False,False,,,,,,,
8973.0,0.0,22.909992,1.632118,82.0,1.0,1.0,1.063449,1.0,1.0,0.0,2.0,0.0,0.0,1.376597,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4040.0,0.0,21.856301,1.732492,165.057269,1.0,1.0,3.0,3.0,1.0,0.0,2.401315,0.0,0.598438,0.462973,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5658.0,1.0,18.0,1.78,90.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,False,False,False,True,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13583.0,1.0,24.001889,1.605314,64.696248,1.0,1.0,3.0,3.0,1.0,0.0,2.973729,0.0,0.0,0.001716,1.0,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13549.0,1.0,20.0,1.82,50.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12436.0,1.0,18.0,1.79,108.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,False,False,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13916.0,0.0,19.0,1.54,42.0,0.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13630.0,1.0,30.577944,1.824655,120.209711,1.0,1.0,2.252472,3.0,1.0,0.0,2.416213,0.0,1.016042,0.0,1.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15025.0,0.0,18.836315,1.707259,50.0,0.0,1.0,1.164062,3.376717,1.0,0.0,1.859089,0.0,0.167943,0.707044,1.0,False,False,False,True,False,,,,,,,
9685.0,1.0,19.0,1.7,75.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,False,False,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5101.0,1.0,22.0,1.6,67.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3801.0,1.0,27.0,1.65,99.812443,1.0,1.0,3.0,3.0,1.0,0.0,2.155926,0.0,1.096818,1.409198,0.0,False,False,False,True,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16236.0,1.0,18.0,1.76,57.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,True,False,False,False,False,,,,,,,
3097.0,1.0,21.0,1.62,105.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19355.0,0.0,18.0,1.6,55.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,False,False,False,True,False,,,,,,,
12571.0,0.0,34.576714,1.672959,77.205685,1.0,1.0,2.0,2.041558,1.0,0.0,1.708083,0.0,0.874643,0.0,0.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16848.0,0.0,26.0,1.632377,111.720238,1.0,1.0,3.0,3.0,1.0,0.0,2.770125,0.0,0.0,0.156187,1.0,False,False,False,True,False,,,,,,,
4787.0,0.0,20.074449,1.752101,125.117633,1.0,1.0,3.0,3.0,1.0,0.0,1.204055,0.0,0.354541,0.862587,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10980.0,0.0,18.233541,1.746055,133.365094,1.0,1.0,3.0,3.0,1.0,0.0,2.896088,0.0,1.996487,0.77319,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17433.0,0.0,21.077356,1.740108,98.66176,1.0,1.0,2.501224,2.884479,1.0,0.0,2.0,0.0,1.210736,1.946173,0.0,False,False,False,True,False,,,,,,,
7552.0,1.0,22.052152,1.792998,89.998729,1.0,1.0,1.967061,1.0,1.0,0.0,2.0,0.0,0.413643,0.0,1.0,False,False,False,True,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8063.0,0.0,40.564513,1.589829,80.0,1.0,1.0,2.247795,3.0,1.0,0.0,1.844645,0.0,0.0,0.0,1.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9712.0,0.0,39.0,1.53,77.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,True,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9668.0,0.0,18.0,1.703346,91.059595,1.0,1.0,2.325623,2.954446,1.0,0.0,1.278231,0.0,1.571865,0.071028,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3657.0,0.0,18.0,1.737453,50.479039,0.0,1.0,2.0,3.193671,1.0,0.0,1.530493,0.0,0.769726,1.0,1.0,False,False,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3706.0,1.0,33.174147,1.799742,96.738014,1.0,1.0,2.0,2.865657,1.0,0.0,1.0,0.0,1.874662,0.971746,1.0,True,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1190.0,0.0,18.423482,1.746516,133.676663,1.0,1.0,3.0,3.0,1.0,0.0,1.768111,0.0,1.859667,0.723154,1.0,False,False,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8349.0,0.0,20.0,1.6,72.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9138.0,0.0,25.540865,1.668709,104.774144,1.0,1.0,3.0,3.0,1.0,0.0,1.526416,0.0,0.189957,0.747909,1.0,False,False,False,True,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9992.0,1.0,23.469538,1.839941,120.898397,1.0,1.0,2.9673,3.0,1.0,0.0,2.141271,0.0,1.629432,0.0,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10841.0,0.0,26.0,1.623303,110.81746,1.0,1.0,3.0,3.0,1.0,0.0,2.70485,0.0,0.0,0.278962,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10389.0,1.0,19.0,1.65,68.0,0.0,1.0,2.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14679.0,0.0,26.0,1.611452,111.946655,1.0,1.0,3.0,3.0,1.0,0.0,2.621976,0.0,0.0,0.153462,1.0,False,False,False,True,False,,,,,,,
10504.0,0.0,25.986368,1.68395,102.872802,1.0,1.0,3.0,3.0,1.0,0.0,1.419136,0.0,0.043101,0.434073,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5973.0,0.0,21.238416,1.748524,133.963349,1.0,1.0,3.0,3.0,1.0,0.0,2.854161,0.0,1.464674,0.890626,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6826.0,0.0,20.0,1.7,85.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,False,False,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11579.0,1.0,30.916426,1.787052,120.0,1.0,1.0,2.766612,3.0,1.0,0.0,2.106861,0.0,0.979306,0.739006,1.0,True,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17948.0,1.0,22.18881,1.770324,97.959899,1.0,1.0,2.0,2.667711,1.0,0.0,2.828861,0.0,1.609938,1.972926,0.0,False,False,False,True,False,,,,,,,
14469.0,0.0,18.826782,1.746652,133.665587,1.0,1.0,3.0,3.0,1.0,0.0,2.869234,0.0,1.444382,0.975504,1.0,False,False,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5632.0,0.0,23.0,1.6,50.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.823005,1.0,1.0,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10645.0,0.0,21.0,1.75,56.0,1.0,1.0,3.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14600.0,1.0,34.098174,1.742538,84.687554,1.0,1.0,2.002076,2.64155,1.0,0.0,2.168904,0.0,2.077653,0.0,0.0,True,False,False,False,False,,,,,,,
7772.0,0.0,25.901924,1.623113,104.928643,1.0,1.0,2.076689,3.0,1.0,0.0,1.029241,0.0,0.0,0.479348,1.0,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7516.0,1.0,18.0,1.74,108.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,True,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13973.0,1.0,25.523127,1.787521,114.511537,1.0,1.0,2.14128,3.0,1.0,0.0,2.100112,0.0,1.281165,0.247332,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7530.0,1.0,29.740496,1.80671,89.340406,1.0,1.0,1.880534,3.0,1.0,0.0,2.0,0.0,1.289421,0.0,1.0,True,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11297.0,1.0,19.374207,1.721384,78.0,0.0,1.0,1.947405,2.976211,1.0,0.0,2.0,0.0,2.721646,0.0,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11731.0,1.0,26.680376,1.762073,118.533246,1.0,1.0,2.176317,3.0,1.0,0.0,2.816015,0.0,0.641954,0.0,1.0,True,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5786.0,1.0,30.002029,1.679515,102.003378,1.0,1.0,2.640801,2.994198,1.0,0.0,1.000536,0.0,0.063383,1.4312,0.0,False,False,False,True,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16291.0,1.0,23.0,1.775815,97.813023,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,False,False,False,True,False,,,,,,,
15010.0,1.0,18.0,1.7,65.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,False,False,False,True,False,,,,,,,
13275.0,0.0,18.0,1.6,83.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,False,False,False,True,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10168.0,1.0,20.0,1.758539,53.783977,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,2.587743,2.0,0.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7402.0,1.0,22.0,1.792239,89.836692,1.0,1.0,2.0,1.193729,1.0,0.0,2.118716,0.0,2.0,0.0,1.0,False,False,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17904.0,0.0,26.0,1.611462,111.939671,1.0,1.0,3.0,3.0,1.0,0.0,2.72005,0.0,0.0,0.540812,1.0,False,False,False,True,False,,,,,,,
12578.0,1.0,18.0,1.708428,80.0,1.0,1.0,2.0,1.468948,1.0,0.0,2.839558,0.0,1.0,1.990617,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9563.0,0.0,19.052833,1.62,69.242354,0.0,1.0,1.0816,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,False,False,False,True,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19735.0,1.0,20.0,1.7,85.0,1.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,False,False,False,True,False,,,,,,,
12503.0,0.0,34.288249,1.721348,80.420434,1.0,1.0,2.0,2.983201,1.0,0.0,3.0,0.0,0.836554,0.004813,0.0,True,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7518.0,1.0,21.962426,1.709101,75.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,False,False,False,True,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2478.0,0.0,25.140074,1.608283,104.846218,1.0,1.0,3.0,3.0,1.0,0.0,1.205548,0.0,0.264628,0.655558,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1197.0,1.0,18.128206,1.686936,80.0,1.0,1.0,1.524428,1.0,1.0,0.0,2.0,0.0,2.013377,1.0,0.0,False,False,False,True,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17311.0,0.0,21.0,1.54,49.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,False,False,False,True,False,,,,,,,
14200.0,1.0,17.0,1.65,85.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,False,False,False,False,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10029.0,1.0,23.335391,1.708742,83.337721,1.0,1.0,2.0,2.737571,1.0,0.0,2.115967,0.0,0.876101,0.0,1.0,False,False,False,True,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13712.0,1.0,18.0,1.813678,108.934574,1.0,1.0,2.0,3.0,1.0,0.0,2.977516,0.0,0.0,1.423877,0.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7270.0,0.0,19.0,1.59,42.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1808.0,0.0,25.918524,1.621245,104.986792,1.0,1.0,3.0,3.0,1.0,0.0,1.530992,0.0,0.139159,0.652485,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18277.0,1.0,18.0,1.681842,80.0,1.0,1.0,2.0,3.0,1.0,0.0,1.082084,0.0,0.0,0.828549,0.0,False,False,False,True,False,,,,,,,
18106.0,1.0,29.389239,1.913252,129.157346,1.0,1.0,2.08868,3.0,1.0,1.0,1.591909,0.0,1.089891,0.0,1.0,False,False,False,True,False,,,,,,,
16698.0,1.0,21.071195,1.783609,105.479313,1.0,1.0,3.0,1.894384,1.0,0.0,2.480277,0.0,1.998047,1.0,1.0,False,False,False,True,False,,,,,,,
16051.0,0.0,21.0,1.729099,131.529267,1.0,1.0,3.0,3.0,1.0,0.0,1.142873,0.0,0.94224,0.914492,1.0,False,False,False,True,False,,,,,,,
263.0,1.0,18.0,1.755938,52.331172,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.281734,1.488372,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18661.0,1.0,24.063874,1.789992,120.998266,1.0,1.0,2.353603,3.0,1.0,0.0,2.715856,0.0,1.977918,0.0,1.0,False,False,False,True,False,,,,,,,
20003.0,0.0,37.207082,1.76,79.544998,1.0,1.0,3.0,1.976744,1.0,0.0,2.396977,0.0,0.0,0.0,2.0,True,False,False,False,False,,,,,,,
9448.0,0.0,26.0,1.632193,110.621723,1.0,1.0,3.0,3.0,1.0,0.0,2.605685,0.0,0.0,0.368472,1.0,False,False,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12447.0,0.0,20.871153,1.747714,128.148108,1.0,1.0,3.0,3.0,1.0,0.0,2.839069,0.0,0.993058,0.941336,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19871.0,1.0,33.0,1.7,83.0,1.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,True,False,False,False,False,,,,,,,
20428.0,0.0,18.0,1.66,51.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,False,False,False,True,False,,,,,,,
1571.0,0.0,20.978166,1.686033,132.8071,1.0,1.0,3.0,3.0,1.0,0.0,1.678791,0.0,1.444382,0.925843,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13163.0,0.0,20.519916,1.766547,128.114161,1.0,1.0,3.0,3.0,1.0,0.0,2.722276,0.0,1.866839,0.917563,1.0,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14550.0,0.0,23.0,1.6,55.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,False,False,False,False,True,,,,,,,
